"","CASENUM","COHORT","GENDER","STRATA","SCHOOLID","RACETH","STEM","year_from_baseline","urban","nkids","edulevel","health","time","MISSING","GENDER.int","health.cut"
"1738",3342,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",1,24,NA,4,"PHD",8,4,0,1,"8"
"58",3346,"(1) Older","Female","(8) South-Suburban",229,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",8,3,0,0,"8"
"430",3346,"(1) Older","Female","(8) South-Suburban",229,"(3) White",1,24,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",8,4,0,0,"8"
"802",3346,"(1) Older","Female","(8) South-Suburban",229,"(3) White",1,25,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",8,5,0,0,"8"
"1174",3346,"(1) Older","Female","(8) South-Suburban",229,"(3) White",1,26,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",7,6,0,0,"7"
"1546",3346,"(1) Older","Female","(8) South-Suburban",229,"(3) White",1,27,NA,0,"<PHD",7,7,0,0,"7"
"251",3389,"(2) Younger","Male","(2) Northeast-Suburban",115,"(2) Black",0,20,"(2) Remainder urban area 1,000,000 or more",1,"PHD",10,0,0,1,"10"
"623",3389,"(2) Younger","Male","(2) Northeast-Suburban",115,"(2) Black",0,21,"(2) Remainder urban area 1,000,000 or more",2,"PHD",10,1,0,1,"10"
"995",3389,"(2) Younger","Male","(2) Northeast-Suburban",115,"(2) Black",0,22,"(2) Remainder urban area 1,000,000 or more",2,"PHD",10,2,0,1,"10"
"1367",3389,"(2) Younger","Male","(2) Northeast-Suburban",115,"(2) Black",0,23,"(2) Remainder urban area 1,000,000 or more",2,"PHD",10,3,0,1,"10"
"1739",3389,"(2) Younger","Male","(2) Northeast-Suburban",115,"(2) Black",0,24,NA,2,"PHD",10,4,0,1,"10"
"59",3413,"(1) Older","Male","(8) South-Suburban",228,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,3,0,1,"8"
"431",3413,"(1) Older","Male","(8) South-Suburban",228,"(3) White",1,24,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,4,0,1,"8"
"803",3413,"(1) Older","Male","(8) South-Suburban",228,"(3) White",1,25,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,5,0,1,"8"
"1175",3413,"(1) Older","Male","(8) South-Suburban",228,"(3) White",1,26,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,6,0,1,"8"
"1547",3413,"(1) Older","Male","(8) South-Suburban",228,"(3) White",NA,27,NA,NA,NA,NA,7,1,1,NA
"60",3430,"(1) Older","Male","(11) West-Suburban",230,"(3) White",0,23,"(1) Central Place 1,000,000 or more",1,"PHD",9,3,0,1,"9"
"432",3430,"(1) Older","Male","(11) West-Suburban",230,"(3) White",0,24,"(1) Central Place 1,000,000 or more",1,"PHD",9,4,0,1,"9"
"804",3430,"(1) Older","Male","(11) West-Suburban",230,"(3) White",0,25,"(1) Central Place 1,000,000 or more",1,"PHD",9,5,0,1,"9"
"1176",3430,"(1) Older","Male","(11) West-Suburban",230,"(3) White",0,26,"(1) Central Place 1,000,000 or more",1,"PHD",9,6,0,1,"9"
"1548",3430,"(1) Older","Male","(11) West-Suburban",230,"(3) White",0,27,NA,1,"PHD",9,7,0,1,"9"
"252",3445,"(2) Younger","Male","(5) Northcentral-Suburban",123,"(3) White",1,20,"(2) Remainder urban area 1,000,000 or more",1,"PHD",10,0,0,1,"10"
"624",3445,"(2) Younger","Male","(5) Northcentral-Suburban",123,"(3) White",1,21,"(2) Remainder urban area 1,000,000 or more",1,"PHD",10,1,0,1,"10"
"996",3445,"(2) Younger","Male","(5) Northcentral-Suburban",123,"(3) White",1,22,"(2) Remainder urban area 1,000,000 or more",2,"PHD",10,2,0,1,"10"
"1368",3445,"(2) Younger","Male","(5) Northcentral-Suburban",123,"(3) White",1,23,"(4) Urban areas & towns 50,000-499,999",2,"PHD",10,3,0,1,"10"
"1740",3445,"(2) Younger","Male","(5) Northcentral-Suburban",123,"(3) White",1,24,NA,2,"PHD",10,4,0,1,"10"
"61",3450,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",0,23,"(4) Urban areas & towns 50,000-499,999",2,"PHD",8,3,0,1,"8"
"433",3450,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",0,24,"(4) Urban areas & towns 50,000-499,999",2,"PHD",8,4,0,1,"8"
"805",3450,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",NA,25,"(0) Not in U.S.",NA,"PHD",8,5,1,1,"8"
"1177",3450,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",0,26,"(0) Not in U.S.",3,"PHD",8,6,0,1,"8"
"1549",3450,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",0,27,NA,3,"PHD",8,7,0,1,"8"
"253",3454,"(2) Younger","Male","(8) South-Suburban",126,"(3) White",0,20,"(3) Urban areas and towns 500,000-999,999",1,"<PHD",10,0,0,1,"10"
"625",3454,"(2) Younger","Male","(8) South-Suburban",126,"(3) White",NA,21,NA,NA,NA,10,1,1,1,"10"
"997",3454,"(2) Younger","Male","(8) South-Suburban",126,"(3) White",NA,22,NA,NA,NA,10,2,1,1,"10"
"1369",3454,"(2) Younger","Male","(8) South-Suburban",126,"(3) White",NA,23,NA,NA,NA,NA,3,1,1,NA
"1741",3454,"(2) Younger","Male","(8) South-Suburban",126,"(3) White",NA,24,NA,NA,NA,NA,4,1,1,NA
"254",3488,"(2) Younger","Male","(9) South-Rural",142,"(3) White",1,20,"(2) Remainder urban area 1,000,000 or more",0,"PHD",7,0,0,1,"7"
"626",3488,"(2) Younger","Male","(9) South-Rural",142,"(3) White",1,21,"(2) Remainder urban area 1,000,000 or more",0,"PHD",7,1,0,1,"7"
"998",3488,"(2) Younger","Male","(9) South-Rural",142,"(3) White",0,22,"(2) Remainder urban area 1,000,000 or more",1,"PHD",7,2,0,1,"7"
"1370",3488,"(2) Younger","Male","(9) South-Rural",142,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",1,"PHD",7,3,0,1,"7"
"1742",3488,"(2) Younger","Male","(9) South-Rural",142,"(3) White",0,24,NA,1,"PHD",7,4,0,1,"7"
"255",3494,"(2) Younger","Female","(8) South-Suburban",129,"(3) White",0,20,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,0,0,0,"8"
"627",3494,"(2) Younger","Female","(8) South-Suburban",129,"(3) White",0,21,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,1,0,0,"8"
"999",3494,"(2) Younger","Female","(8) South-Suburban",129,"(3) White",0,22,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,2,0,0,"8"
"1371",3494,"(2) Younger","Female","(8) South-Suburban",129,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,3,0,0,"8"
"1743",3494,"(2) Younger","Female","(8) South-Suburban",129,"(3) White",0,24,NA,0,"PHD",8,4,0,0,"8"
"256",3508,"(2) Younger","Female","(2) Northeast-Suburban",114,"(3) White",0,20,"(2) Remainder urban area 1,000,000 or more",0,"PHD",10,0,0,0,"10"
"628",3508,"(2) Younger","Female","(2) Northeast-Suburban",114,"(3) White",0,21,"(2) Remainder urban area 1,000,000 or more",1,"PHD",10,1,0,0,"10"
"1000",3508,"(2) Younger","Female","(2) Northeast-Suburban",114,"(3) White",0,22,"(2) Remainder urban area 1,000,000 or more",1,"PHD",10,2,0,0,"10"
"1372",3508,"(2) Younger","Female","(2) Northeast-Suburban",114,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",1,"PHD",10,3,0,0,"10"
"1744",3508,"(2) Younger","Female","(2) Northeast-Suburban",114,"(3) White",0,24,NA,1,"PHD",10,4,0,0,"10"
"257",3513,"(2) Younger","Male","(10) West-Urban",111,"(4) Asian",0,20,"(1) Central Place 1,000,000 or more",0,"PHD",8,0,0,1,"8"
"629",3513,"(2) Younger","Male","(10) West-Urban",111,"(4) Asian",0,21,"(1) Central Place 1,000,000 or more",0,"PHD",8,1,0,1,"8"
"1001",3513,"(2) Younger","Male","(10) West-Urban",111,"(4) Asian",NA,22,"(1) Central Place 1,000,000 or more",NA,"PHD",8,2,1,1,"8"
"1373",3513,"(2) Younger","Male","(10) West-Urban",111,"(4) Asian",0,23,"(1) Central Place 1,000,000 or more",1,"PHD",8,3,0,1,"8"
"1745",3513,"(2) Younger","Male","(10) West-Urban",111,"(4) Asian",0,24,NA,2,"PHD",8,4,0,1,"8"
"62",3540,"(1) Older","Male","(7) South-Urban",208,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,3,0,1,"8"
"434",3540,"(1) Older","Male","(7) South-Urban",208,"(3) White",1,24,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,4,0,1,"8"
"806",3540,"(1) Older","Male","(7) South-Urban",208,"(3) White",1,25,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,5,0,1,"8"
"1178",3540,"(1) Older","Male","(7) South-Urban",208,"(3) White",NA,26,NA,NA,NA,NA,6,1,1,NA
"1550",3540,"(1) Older","Male","(7) South-Urban",208,"(3) White",1,27,NA,0,"PHD",NA,7,0,1,NA
"63",3544,"(1) Older","Male","(4) Northcentral-Urban",204,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",6,3,0,1,"6"
"435",3544,"(1) Older","Male","(4) Northcentral-Urban",204,"(3) White",1,24,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",6,4,0,1,"6"
"807",3544,"(1) Older","Male","(4) Northcentral-Urban",204,"(3) White",NA,25,"(2) Remainder urban area 1,000,000 or more",NA,"<PHD",6,5,1,1,"6"
"1179",3544,"(1) Older","Male","(4) Northcentral-Urban",204,"(3) White",1,26,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",6,6,0,1,"6"
"1551",3544,"(1) Older","Male","(4) Northcentral-Urban",204,"(3) White",1,27,NA,1,"<PHD",6,7,0,1,"6"
"258",3545,"(2) Younger","Male","(2) Northeast-Suburban",112,NA,1,20,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",9,0,0,1,"9"
"630",3545,"(2) Younger","Male","(2) Northeast-Suburban",112,NA,1,21,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",9,1,0,1,"9"
"1002",3545,"(2) Younger","Male","(2) Northeast-Suburban",112,NA,1,22,"(2) Remainder urban area 1,000,000 or more",3,"PHD",9,2,0,1,"9"
"1374",3545,"(2) Younger","Male","(2) Northeast-Suburban",112,NA,1,23,"(2) Remainder urban area 1,000,000 or more",3,"PHD",9,3,0,1,"9"
"1746",3545,"(2) Younger","Male","(2) Northeast-Suburban",112,NA,1,24,NA,3,"PHD",7,4,0,1,"7"
"259",3548,"(2) Younger","Male","(10) West-Urban",111,"(1) Hispanic",0,20,"(1) Central Place 1,000,000 or more",0,"<PHD",7,0,0,1,"7"
"631",3548,"(2) Younger","Male","(10) West-Urban",111,"(1) Hispanic",0,21,"(4) Urban areas & towns 50,000-499,999",0,"<PHD",7,1,0,1,"7"
"1003",3548,"(2) Younger","Male","(10) West-Urban",111,"(1) Hispanic",0,22,"(4) Urban areas & towns 50,000-499,999",1,"<PHD",7,2,0,1,"7"
"1375",3548,"(2) Younger","Male","(10) West-Urban",111,"(1) Hispanic",0,23,"(4) Urban areas & towns 50,000-499,999",1,"<PHD",7,3,0,1,"7"
"1747",3548,"(2) Younger","Male","(10) West-Urban",111,"(1) Hispanic",0,24,NA,1,"<PHD",7,4,0,1,"7"
"260",3579,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",1,20,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",9,0,0,1,"9"
"632",3579,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",1,21,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",9,1,0,1,"9"
"1004",3579,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",1,22,"(2) Remainder urban area 1,000,000 or more",1,"PHD",9,2,0,1,"9"
"1376",3579,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",1,"PHD",9,3,0,1,"9"
"1748",3579,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",1,24,NA,1,"PHD",9,4,0,1,"9"
"261",3592,"(2) Younger","Male","(5) Northcentral-Suburban",120,"(3) White",0,20,"(2) Remainder urban area 1,000,000 or more",0,"PHD",7,0,0,1,"7"
"633",3592,"(2) Younger","Male","(5) Northcentral-Suburban",120,"(3) White",NA,21,NA,NA,NA,7,1,1,1,"7"
"1005",3592,"(2) Younger","Male","(5) Northcentral-Suburban",120,"(3) White",NA,22,NA,NA,NA,7,2,1,1,"7"
"1377",3592,"(2) Younger","Male","(5) Northcentral-Suburban",120,"(3) White",NA,23,NA,NA,NA,NA,3,1,1,NA
"1749",3592,"(2) Younger","Male","(5) Northcentral-Suburban",120,"(3) White",NA,24,NA,NA,NA,NA,4,1,1,NA
"262",3607,"(2) Younger","Male","(6) Northcentral-Rural",137,"(3) White",1,20,"(4) Urban areas & towns 50,000-499,999",0,"<PHD",8,0,0,1,"8"
"634",3607,"(2) Younger","Male","(6) Northcentral-Rural",137,"(3) White",1,21,"(4) Urban areas & towns 50,000-499,999",0,"<PHD",8,1,0,1,"8"
"1006",3607,"(2) Younger","Male","(6) Northcentral-Rural",137,"(3) White",1,22,"(4) Urban areas & towns 50,000-499,999",0,"<PHD",8,2,0,1,"8"
"1378",3607,"(2) Younger","Male","(6) Northcentral-Rural",137,"(3) White",1,23,"(4) Urban areas & towns 50,000-499,999",1,"<PHD",8,3,0,1,"8"
"1750",3607,"(2) Younger","Male","(6) Northcentral-Rural",137,"(3) White",1,24,NA,1,"<PHD",8,4,0,1,"8"
"263",3610,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",0,20,"(5) Rural/small town 49,999 or less",2,"<PHD",10,0,0,1,"10"
"635",3610,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",NA,21,NA,NA,NA,10,1,1,1,"10"
"1007",3610,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",0,22,"(5) Rural/small town 49,999 or less",3,"<PHD",10,2,0,1,"10"
"1379",3610,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",0,23,"(5) Rural/small town 49,999 or less",3,"<PHD",10,3,0,1,"10"
"1751",3610,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",0,24,NA,3,"<PHD",10,4,0,1,"10"
"64",3653,"(1) Older","Male","(10) West-Urban",210,"(3) White",0,23,"(3) Urban areas and towns 500,000-999,999",2,"PHD",7,3,0,1,"7"
"436",3653,"(1) Older","Male","(10) West-Urban",210,"(3) White",0,24,"(3) Urban areas and towns 500,000-999,999",2,"PHD",7,4,0,1,"7"
"808",3653,"(1) Older","Male","(10) West-Urban",210,"(3) White",0,25,"(3) Urban areas and towns 500,000-999,999",2,"PHD",7,5,0,1,"7"
"1180",3653,"(1) Older","Male","(10) West-Urban",210,"(3) White",0,26,"(3) Urban areas and towns 500,000-999,999",2,"PHD",7,6,0,1,"7"
"1552",3653,"(1) Older","Male","(10) West-Urban",210,"(3) White",0,27,NA,2,"PHD",7,7,0,1,"7"
"65",3659,"(1) Older","Male","(7) South-Urban",209,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",7,3,0,1,"7"
"437",3659,"(1) Older","Male","(7) South-Urban",209,"(3) White",1,24,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",7,4,0,1,"7"
"809",3659,"(1) Older","Male","(7) South-Urban",209,"(3) White",1,25,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",7,5,0,1,"7"
"1181",3659,"(1) Older","Male","(7) South-Urban",209,"(3) White",1,26,"(2) Remainder urban area 1,000,000 or more",3,"<PHD",7,6,0,1,"7"
"1553",3659,"(1) Older","Male","(7) South-Urban",209,"(3) White",1,27,NA,3,"<PHD",7,7,0,1,"7"
"66",3685,"(1) Older","Female","(3) Northeast-Rural",235,"(3) White",0,23,"(3) Urban areas and towns 500,000-999,999",0,"<PHD",9,3,0,0,"9"
"438",3685,"(1) Older","Female","(3) Northeast-Rural",235,"(3) White",NA,24,"(3) Urban areas and towns 500,000-999,999",NA,NA,9,4,1,0,"9"
"810",3685,"(1) Older","Female","(3) Northeast-Rural",235,"(3) White",0,25,"(3) Urban areas and towns 500,000-999,999",0,"PHD",9,5,0,0,"9"
"1182",3685,"(1) Older","Female","(3) Northeast-Rural",235,"(3) White",0,26,"(3) Urban areas and towns 500,000-999,999",0,"PHD",4,6,0,0,"4"
"1554",3685,"(1) Older","Female","(3) Northeast-Rural",235,"(3) White",0,27,NA,0,"PHD",5,7,0,0,"5"
"67",3731,"(1) Older","Male","(11) West-Suburban",233,"(4) Asian",1,23,"(1) Central Place 1,000,000 or more",2,"PHD",10,3,0,1,"10"
"439",3731,"(1) Older","Male","(11) West-Suburban",233,"(4) Asian",1,24,"(2) Remainder urban area 1,000,000 or more",2,"PHD",10,4,0,1,"10"
"811",3731,"(1) Older","Male","(11) West-Suburban",233,"(4) Asian",NA,25,NA,NA,NA,10,5,1,1,"10"
"1183",3731,"(1) Older","Male","(11) West-Suburban",233,"(4) Asian",NA,26,NA,NA,NA,NA,6,1,1,NA
"1555",3731,"(1) Older","Male","(11) West-Suburban",233,"(4) Asian",1,27,NA,3,"PHD",NA,7,0,1,NA
"264",3737,"(2) Younger","Male","(5) Northcentral-Suburban",119,"(3) White",0,20,"(1) Central Place 1,000,000 or more",0,"PHD",7,0,0,1,"7"
"636",3737,"(2) Younger","Male","(5) Northcentral-Suburban",119,"(3) White",1,21,"(4) Urban areas & towns 50,000-499,999",0,"PHD",7,1,0,1,"7"
"1008",3737,"(2) Younger","Male","(5) Northcentral-Suburban",119,"(3) White",1,22,"(1) Central Place 1,000,000 or more",0,"PHD",7,2,0,1,"7"
"1380",3737,"(2) Younger","Male","(5) Northcentral-Suburban",119,"(3) White",1,23,"(1) Central Place 1,000,000 or more",0,"PHD",7,3,0,1,"7"
"1752",3737,"(2) Younger","Male","(5) Northcentral-Suburban",119,"(3) White",1,24,NA,0,"PHD",7,4,0,1,"7"
"265",3740,"(2) Younger","Female","(8) South-Suburban",126,"(3) White",0,20,"(3) Urban areas and towns 500,000-999,999",1,"<PHD",6,0,0,0,"6"
"637",3740,"(2) Younger","Female","(8) South-Suburban",126,"(3) White",0,21,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",6,1,0,0,"6"
"1009",3740,"(2) Younger","Female","(8) South-Suburban",126,"(3) White",0,22,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",6,2,0,0,"6"
"1381",3740,"(2) Younger","Female","(8) South-Suburban",126,"(3) White",0,23,"(3) Urban areas and towns 500,000-999,999",2,"<PHD",6,3,0,0,"6"
"1753",3740,"(2) Younger","Female","(8) South-Suburban",126,"(3) White",0,24,NA,2,"<PHD",6,4,0,0,"6"
"266",3752,"(2) Younger","Male","(8) South-Suburban",127,"(3) White",1,20,"(2) Remainder urban area 1,000,000 or more",0,"PHD",9,0,0,1,"9"
"638",3752,"(2) Younger","Male","(8) South-Suburban",127,"(3) White",1,21,"(2) Remainder urban area 1,000,000 or more",1,"PHD",9,1,0,1,"9"
"1010",3752,"(2) Younger","Male","(8) South-Suburban",127,"(3) White",1,22,"(2) Remainder urban area 1,000,000 or more",1,"PHD",9,2,0,1,"9"
"1382",3752,"(2) Younger","Male","(8) South-Suburban",127,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",1,"PHD",9,3,0,1,"9"
"1754",3752,"(2) Younger","Male","(8) South-Suburban",127,"(3) White",1,24,NA,1,"PHD",9,4,0,1,"9"
"267",3767,"(2) Younger","Female","(6) Northcentral-Rural",137,"(3) White",0,20,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",9,0,0,0,"9"
"639",3767,"(2) Younger","Female","(6) Northcentral-Rural",137,"(3) White",NA,21,"(2) Remainder urban area 1,000,000 or more",NA,"<PHD",9,1,1,0,"9"
"1011",3767,"(2) Younger","Female","(6) Northcentral-Rural",137,"(3) White",0,22,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",9,2,0,0,"9"
"1383",3767,"(2) Younger","Female","(6) Northcentral-Rural",137,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",9,3,0,0,"9"
"1755",3767,"(2) Younger","Female","(6) Northcentral-Rural",137,"(3) White",0,24,NA,2,"<PHD",9,4,0,0,"9"
"268",3776,"(2) Younger","Male","(7) South-Urban",105,"(3) White",0,20,"(2) Remainder urban area 1,000,000 or more",1,"PHD",8,0,0,1,"8"
"640",3776,"(2) Younger","Male","(7) South-Urban",105,"(3) White",0,21,"(2) Remainder urban area 1,000,000 or more",1,"PHD",8,1,0,1,"8"
"1012",3776,"(2) Younger","Male","(7) South-Urban",105,"(3) White",NA,22,"(2) Remainder urban area 1,000,000 or more",NA,"PHD",8,2,1,1,"8"
"1384",3776,"(2) Younger","Male","(7) South-Urban",105,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",1,"PHD",8,3,0,1,"8"
"1756",3776,"(2) Younger","Male","(7) South-Urban",105,"(3) White",0,24,NA,1,"PHD",8,4,0,1,"8"
"269",3781,"(2) Younger","Male","(3) Northeast-Rural",302,"(3) White",1,20,"(4) Urban areas & towns 50,000-499,999",0,"<PHD",8,0,0,1,"8"
"641",3781,"(2) Younger","Male","(3) Northeast-Rural",302,"(3) White",NA,21,"(4) Urban areas & towns 50,000-499,999",NA,"<PHD",8,1,1,1,"8"
"1013",3781,"(2) Younger","Male","(3) Northeast-Rural",302,"(3) White",NA,22,"(4) Urban areas & towns 50,000-499,999",NA,"<PHD",8,2,1,1,"8"
"1385",3781,"(2) Younger","Male","(3) Northeast-Rural",302,"(3) White",1,23,"(4) Urban areas & towns 50,000-499,999",0,"<PHD",8,3,0,1,"8"
"1757",3781,"(2) Younger","Male","(3) Northeast-Rural",302,"(3) White",NA,24,NA,NA,NA,NA,4,1,1,NA
"270",3785,"(2) Younger","Male","(10) West-Urban",110,"(3) White",1,20,"(0) Not in U.S.",0,"PHD",9,0,0,1,"9"
"642",3785,"(2) Younger","Male","(10) West-Urban",110,"(3) White",1,21,"(0) Not in U.S.",0,"PHD",9,1,0,1,"9"
"1014",3785,"(2) Younger","Male","(10) West-Urban",110,"(3) White",1,22,"(2) Remainder urban area 1,000,000 or more",0,"PHD",9,2,0,1,"9"
"1386",3785,"(2) Younger","Male","(10) West-Urban",110,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",0,"PHD",9,3,0,1,"9"
"1758",3785,"(2) Younger","Male","(10) West-Urban",110,"(3) White",1,24,NA,0,"PHD",9,4,0,1,"9"
"271",3792,"(2) Younger","Female","(7) South-Urban",109,"(2) Black",1,20,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",10,0,0,0,"10"
"643",3792,"(2) Younger","Female","(7) South-Urban",109,"(2) Black",NA,21,NA,NA,NA,10,1,1,0,"10"
"1015",3792,"(2) Younger","Female","(7) South-Urban",109,"(2) Black",NA,22,NA,NA,NA,10,2,1,0,"10"
"1387",3792,"(2) Younger","Female","(7) South-Urban",109,"(2) Black",1,23,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",10,3,0,0,"10"
"1759",3792,"(2) Younger","Female","(7) South-Urban",109,"(2) Black",1,24,NA,1,"PHD",8,4,0,0,"8"
"272",3794,"(2) Younger","Female","(5) Northcentral-Suburban",120,"(3) White",1,20,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",9,0,0,0,"9"
"644",3794,"(2) Younger","Female","(5) Northcentral-Suburban",120,"(3) White",1,21,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",9,1,0,0,"9"
"1016",3794,"(2) Younger","Female","(5) Northcentral-Suburban",120,"(3) White",1,22,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",9,2,0,0,"9"
"1388",3794,"(2) Younger","Female","(5) Northcentral-Suburban",120,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",9,3,0,0,"9"
"1760",3794,"(2) Younger","Female","(5) Northcentral-Suburban",120,"(3) White",1,24,NA,0,"<PHD",9,4,0,0,"9"
"68",3826,"(1) Older","Male","(9) South-Rural",242,NA,1,23,"(5) Rural/small town 49,999 or less",1,"<PHD",9,3,0,1,"9"
"440",3826,"(1) Older","Male","(9) South-Rural",242,NA,NA,24,"(5) Rural/small town 49,999 or less",NA,"<PHD",9,4,1,1,"9"
"812",3826,"(1) Older","Male","(9) South-Rural",242,NA,1,25,"(5) Rural/small town 49,999 or less",2,"<PHD",9,5,0,1,"9"
"1184",3826,"(1) Older","Male","(9) South-Rural",242,NA,1,26,"(5) Rural/small town 49,999 or less",2,"<PHD",9,6,0,1,"9"
"1556",3826,"(1) Older","Male","(9) South-Rural",242,NA,1,27,NA,2,"<PHD",9,7,0,1,"9"
"69",3828,"(1) Older","Female","(6) Northcentral-Rural",309,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",9,3,0,0,"9"
"441",3828,"(1) Older","Female","(6) Northcentral-Rural",309,"(3) White",0,24,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",9,4,0,0,"9"
"813",3828,"(1) Older","Female","(6) Northcentral-Rural",309,"(3) White",0,25,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",9,5,0,0,"9"
